epoch,MSE
0,1.894539475440979
1,0.7842898368835449
2,0.3595883250236511
3,0.7101064920425415
4,1.0552140951156616
5,1.2065802097320557
6,1.0184945583343506
7,0.575887143611908
8,0.3059769868850708
9,0.375370591878891
10,0.6243879199028015
11,0.8058492541313171
12,0.7789309620857239
13,0.5767779350280762
14,0.3421812355518341
15,0.20902027189731598
16,0.21876633167266846
17,0.31597381830215454
18,0.40575623512268066
19,0.4218624234199524
20,0.3605428636074066
21,0.2677777111530304
22,0.19926981627941132
23,0.18436077237129211
24,0.2144750952720642
25,0.25661754608154297
26,0.2778416872024536
27,0.26413974165916443
28,0.22445864975452423
29,0.18094119429588318
30,0.153816357254982
31,0.15048301219940186
32,0.16399040818214417
33,0.17982913553714752
34,0.18554796278476715
35,0.17724457383155823
36,0.15993283689022064
37,0.14284451305866241
38,0.13335064053535461
39,0.13318514823913574
40,0.13858357071876526
41,0.1434415578842163
42,0.14313246309757233
43,0.13676178455352783
44,0.1269439458847046
45,0.11771339178085327
46,0.11206741631031036
47,0.11054279655218124
48,0.11140075325965881
49,0.11201249063014984
50,0.11046221107244492
51,0.10644888132810593
52,0.10112684965133667
53,0.09617742896080017
54,0.0927724838256836
55,0.09102119505405426
56,0.09010883420705795
57,0.08891706168651581
58,0.08669431507587433
59,0.08340132981538773
60,0.0796050950884819
61,0.07606223225593567
62,0.07327491790056229
63,0.07126665115356445
64,0.06966009736061096
65,0.06796010583639145
66,0.06584873050451279
67,0.06332723796367645
68,0.06065456569194794
69,0.058154407888650894
70,0.05602246895432472
71,0.05424140393733978
72,0.052630357444286346
73,0.050976239144802094
74,0.049158740788698196
75,0.047201089560985565
76,0.045232001692056656
77,0.043396178632974625
78,0.04177233576774597
79,0.04034256562590599
80,0.039020951837301254
81,0.03771433234214783
82,0.036375440657138824
83,0.03502030670642853
84,0.03370636701583862
85,0.03249141201376915
86,0.03139984607696533
87,0.030414089560508728
88,0.029491234570741653
89,0.02859087474644184
90,0.027696430683135986
91,0.026819108054041862
92,0.02598542533814907
93,0.025218551978468895
94,0.024524835869669914
95,0.023892365396022797
96,0.023300042375922203
97,0.022730154916644096
98,0.022176606580615044
99,0.021645011380314827
